;Semestre;CRN;Materia;Seccion;Creditos;Titulo;Cupo;Inscritos;Disponible;1Dias;1Horas;1Salon;Area util_s1;Bloque_s1;Capacidad_s1;Ext_s1;Fijo/Movil_s1;Movil Express_s1;Tipo Mobiliario_s1;1F. Inicial;1F. Final;2Dias;2Horas;2Salon;Area util_s2;Bloque_s2;Capacidad_s2;Ext_s2;Fijo/Movil_s2;Movil Express_s2;Tipo Mobiliario_s2;2F. Inicial;2F. Final;3Dias;3Horas;3Salon;Area util_s3;Bloque_s3;Capacidad_s3;Ext_s3;Fijo/Movil_s3;Movil Express_s3;Tipo Mobiliario_s3;3F. Inicial;3F. Final;1Instructor;2Instructor;3Instructor
1117;2018-01;28782;DERE-2203;4;4;PROCEDIMIENTOS;35;38;-3;MJ;0930 - 1120;W_402;81,8;W;40.0;5014.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARRAZOLA JARAMILLO FERNANDO;;
1118;2018-01;10087;DERE-2204;1;3;PRUEBAS;35;40;-5;MJ;1100 - 1220;AU_102;62,6;Au;48.0;5602.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GIACOMETTE FERRER ANA ZENOBIA;;
1119;2018-01;10088;DERE-2204;2;3;PRUEBAS;35;36;-1;LI;0630 - 0750;AU_401;46;Au;40.0;5631.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;PERDOMO GUERRERO CARLOS ENRIQUE;;
1120;2018-01;12485;DERE-2204;3;3;PRUEBAS;35;39;-4;MJ;0630 - 0750;Z_101;45,2;Z;41.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CRUZ TEJADA HORACIO;;
1121;2018-01;10697;DERE-2205;1;5;CONTRATOS;40;46;-6;MJ;0930 - 1120;Z_110;52,9;Z;47.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GIRALDO BUSTAMANTE CARLOS JULIO;;
1123;2018-01;12486;DERE-2205;3;5;CONTRATOS;40;43;-3;LI;1100 - 1250;S1_202;67;S1;45.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;PEÑA FERNANDO;;
1124;2018-01;10089;DERE-2206;1;3;PROPIEDAD Y DERE REALES 3 SEM;30;29;1;LJ;0630 - 0750;S1_003;75,8;S1;39.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;FORERO GONZALEZ MARIO ALEJANDRO;;
1125;2018-01;10090;DERE-2206;2;3;PROPIEDAD Y DERE REALES 3 SEM;30;27;3;IV;0630 - 0750;R_109;37,5;R;37.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MOLANO BUSTACARA NELCY ALEJANDRA;;
1126;2018-01;11501;DERE-2206;3;3;PROPIEDAD Y DERE REALES 3 SEM;30;37;-7;LI;1400 - 1520;O_305;72,7;O;62.0;5265.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ISAZA RAMIREZ ESTEBAN;;
1128;2018-01;10085;DERE-2207;1;3;ARGUMENTACION EN PROCESOS CIVI;20;27;-7;MJ;1230 - 1350;AU_208;30,9;Au;27.0;5615.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BEJARANO RICAURTE ANA;;
1129;2018-01;10086;DERE-2207;2;3;ARGUMENTACION EN PROCESOS CIVI;20;24;-4;MJ;0800 - 0920;W_202;54,8;W;24.0;5005.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARRAZOLA JARAMILLO FERNANDO;;
1130;2018-01;10981;DERE-2207;3;3;ARGUMENTACION EN PROCESOS CIVI;20;24;-4;LI;0800 - 0920;Y_111B;43,6;Y;24.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GAMBOA MAHECHA EDUARDO;;
1131;2018-01;12202;DERE-2207;4;3;ARGUMENTACION EN PROCESOS CIVI;26;24;2;MJ;0630 - 0750;AU_305;29,4;Au;29.0;5623.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;PAJARO MORENO NICOLAS;;
1132;2018-01;12803;DERE-2207;5;3;ARGUMENTACION EN PROCESOS CIVI;20;21;-1;LI;0800 - 0920;W_502;55;W;24.0;5018.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;RUEDA FONSECA MARIA DEL SOCORRO;;
1133;2018-01;10050;DERE-2208;1;4;RELACIONES FAMILIARES;35;39;-4;LI;0930 - 1120;AU_102;62,6;Au;48.0;5602.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JIMENEZ VALENCIA FARIDY;;
1134;2018-01;10844;DERE-2208;2;4;RELACIONES FAMILIARES;30;39;-9;LI;1700 - 1850;AU_202;37,9;Au;40.0;5609.0;Movil;SI;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ZABALA OSPINA LILIA;;
1135;2018-01;28749;DERE-2208;3;4;RELACIONES FAMILIARES;35;25;10;MJ;1700 - 1850;AU_204;37,9;Au;40.0;5611.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO SIERRA ISABEL CRISTINA;;
1136;2018-01;10359;DERE-2211;1;3;DERECHO COMERCIAL;35;42;-7;LI;1400 - 1520;B_203;88,6;B;53.0;1441.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;REMOLINA ANGARITA NELSON;;
1137;2018-01;10376;DERE-2211;2;3;DERECHO COMERCIAL;35;38;-3;MJ;1230 - 1350;W_204;82,4;W;42.0;5007.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GONZALEZ ABAUNZA TATIANA;;
1138;2018-01;12097;DERE-2211;3;3;DERECHO COMERCIAL;35;35;0;IV;0630 - 0750;AU_204;37,9;Au;40.0;5611.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;RIVERA ANDRADE DIANA;;
1139;2018-01;12487;DERE-2211;4;3;DERECHO COMERCIAL;35;36;-1;LI;0630 - 0750;Z_101;45,2;Z;41.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MORENO GOMEZ GONZALO ANDRES;;
1140;2018-01;10039;DERE-2301;1;5;DERECHO CONSTITUCIONAL;40;25;15;MJ;1230 - 1420;Z_203;72;Z;40.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO SIERRA ISABEL CRISTINA;;
1141;2018-01;10040;DERE-2301;2;5;DERECHO CONSTITUCIONAL;35;37;-2;LI;1400 - 1550;AU_102;62,6;Au;48.0;5602.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CARDENAS PAULSEN AURA MARIA;;
1143;2018-01;15129;DERE-2301;4;5;DERECHO CONSTITUCIONAL;35;39;-4;LI;1100 - 1250;Z_101;45,2;Z;41.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CORREA CARDOZO HERNAN LEANDRO;;
1144;2018-01;10038;DERE-2302;1;3;JUEZ E INTERPRET CONSTITUCIONA;35;32;3;V;1400 - 1520;LL_302;51,6;LL;52.0;5090.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;M;1400 - 1520;RGC_218;;;;;;;;22/01/18;12/5/2018;;;;;;;;;;;;;LOPEZ STERUP HENRIK;;
1145;2018-01;10986;DERE-2302;2;3;JUEZ E INTERPRET CONSTITUCIONA;30;39;-9;LI;1230 - 1350;AU_102;62,6;Au;48.0;5602.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CARDENAS PAULSEN AURA MARIA;;
1146;2018-01;11545;DERE-2302;3;3;JUEZ E INTERPRET CONSTITUCIONA;30;22;8;IV;1700 - 1820;PU_300;32,6;Pu;35.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CALDERON VILLEGAS JUAN JACOBO;;
1147;2018-01;20385;DERE-2302;4;3;JUEZ E INTERPRET CONSTITUCIONA;30;33;-3;IV;0630 - 0750;Z_201;42,3;Z;36.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CORREA SANCHEZ NATALIA;;
1148;2018-01;10046;DERE-2303;1;3;DERECHO PUBLICO ADMINISTRATIVO;30;28;2;I;0800 - 0920;PU_300;32,6;Pu;35.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;L;0800 - 0920;C_105;86,7;C;60.0;nan;Fijo;si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;TIRADO NAVARRO JORGE AUGUSTO;;
1149;2018-01;10047;DERE-2303;2;3;DERECHO PUBLICO ADMINISTRATIVO;30;44;-14;J;0800 - 0920;LL_301;51,6;LL;52.0;5089.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;M;0800 - 0920;AU_102;62,6;Au;48.0;5602.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;MALAGON PINZON MIGUEL;;
1151;2018-01;10043;DERE-2304;1;3;LEGISLACION Y POLITICAS PUBLIC;35;37;-2;LI;1100 - 1220;W_403;81,2;W;42.0;5015.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;DURAN SMELA DIANA;;
1153;2018-01;11038;DERE-2304;3;3;LEGISLACION Y POLITICAS PUBLIC;35;37;-2;MJ;1700 - 1820;AU_402;46;Au;40.0;5632.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;OTALORA LOZANO GUILLERMO;;
1155;2018-01;10055;DERE-2401;1;3;DERECHO PENAL;40;38;2;MV;0630 - 0750;B_203;88,6;B;53.0;1441.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CORREA FLOREZ MARIA CAMILA;;
1160;2018-01;13206;DERE-2402;3;3;ARGUMENTACION EN EL PROCESO PE;35;38;-3;MJ;0930 - 1050;AU_401;46;Au;40.0;5631.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CADAVID LONDOÑO PAULA;;
1161;2018-01;10263;DERE-2403;1;3;PENAL ESPECIAL;35;33;2;M;1530 - 1650;ML_614;109,6;ML;44.0;1627.0;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;J;1530 - 1650;O_201;;;;;;;;22/01/18;15/03/18;J;1530 - 1650;LL_105;37,8;LL;38.0;5080.0;Movil;SI;Pupitre universitario;22/03/18;12/5/2018;POSADA MAYA RICARDO;;
1163;2018-01;25161;DERE-2403;3;3;PENAL ESPECIAL;35;35;0;MV;0800 - 0920;AU_204;37,9;Au;40.0;5611.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CORREA FLOREZ MARIA CAMILA;;
1164;2018-01;31422;DERE-2403;4;3;PENAL ESPECIAL;0;16;-16;V;0800 - 0920;C_107;42,9;C;22.0;nan;Movil;si;Silla móvil, mesa móvil;22/01/18;12/5/2018;M;0800 - 0920;AU_309;42,5;Au;28.0;5627.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;VARGAS MENDOZA LIGIA MARIA;;
1165;2018-01;13691;DERE-2501;1;3;RELACIONES LABORALES;40;48;-8;MJ;0630 - 0750;Q_306;86,3;Q;48.0;1454.0;Fijo;SI;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MARTINEZ MENDEZ SANTIAGO ANDRES;;
1167;2018-01;12575;DERE-2501;3;3;RELACIONES LABORALES;40;45;-5;J;0800 - 0920;LL_101;51,7;LL;47.0;5076.0;Movil;SI;Pupitre universitario;22/01/18;12/5/2018;M;0800 - 0920;O_201;;;;;;;;22/01/18;12/5/2018;;;;;;;;;;;;;RICO ALVAREZ NICOLAS;;
1168;2018-01;11301;DERE-2502;1;3;PROTECCIÓN LABORAL;40;47;-7;MJ;0630 - 0750;ML_512;92,2;ML;61.0;1621.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MUÑOZ SEGURA ANA MARIA;;
1171;2018-01;10080;DERE-2601;1;3;DERECHO INTERNACIONAL (INGLES);40;16;24;LI;1530 - 1650;O_401;57,8;O;50.0;5267.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;OBREGON TARAZONA LILIANA;;
1174;2018-01;18480;DERE-2602;1;3;DERECHO COMPARADO;40;41;-1;LJ;1700 - 1820;O_401;57,8;O;50.0;5267.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;RIVERA RUGELES JUAN CAMILO;;
1175;2018-01;10083;DERE-2602;2;3;DERECHO COMPARADO;50;38;12;LI;1230 - 1350;O_403;57,8;O;50.0;5269.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MORALES DE SETIEN RAVINA CARLOS FRANCISC;;
1176;2018-01;10048;DERE-3101;1;3;HERMENEUTICA JURIDICA;35;37;-2;LI;0800 - 0920;AU_203;59,8;Au;48.0;5610.0;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;LOZANO RODRIGUEZ ELEONORA;;
1177;2018-01;10845;DERE-3101;2;3;HERMENEUTICA JURIDICA;35;26;9;IV;1530 - 1650;LL_107;38;LL;36.0;5082.0;Movil;SI;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;LUNA BLANCO TANIA MARIA CAMILA;;
1178;2018-01;13210;DERE-3101;3;3;HERMENEUTICA JURIDICA;35;29;6;LJ;0630 - 0750;AU_403;46,6;Au;36.0;5633.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;PARRA HERRERA NICOLAS;;
1179;2018-01;14933;DERE-3101;4;3;HERMENEUTICA JURIDICA;35;15;20;LV;1530 - 1650;PU_300;32,6;Pu;35.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;SANCHEZ TAMAYO ROBINSON;;
1180;2018-01;29191;DERE-3162;1;3;MIS CONFLICTOS CON EL DERECHO;30;30;0;MJ;1400 - 1520;AU_207;42,5;Au;30.0;5614.0;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;PERAFAN LIEVANO BETSY YADIR;;
1181;2018-01;30413;DERE-3193;1;3;DERECHO,SEXO Y NO REPRODUCCIÓN;30;13;17;MV;0930 - 1050;AU_308;45,8;Au;30.0;5626.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BOHORQUEZ MONSALVE VIVIANA;;
1184;2018-01;13211;DERE-3201;3;3;SOCIEDADES;40;43;-3;MJ;0630 - 0750;O_304;64,2;O;56.0;5264.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MENDOZA DAZA JOSE MIGUEL;REYES VILLAMIZAR FRANCISCO;
1186;2018-01;10093;DERE-3202;2;3;TITULOS VALORES;40;39;1;LI;1530 - 1650;Y_101;96;Y;60.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;REMOLINA ANGARITA NELSON;;
1187;2018-01;14128;DERE-3202;3;3;TITULOS VALORES;40;15;25;LJ;0630 - 0750;K2_101;68,4;K2;40.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BONILLA PALOMINO NUBIA CONSTANZA;;
1188;2018-01;13247;DERE-3203;1;3;CONTRATOS COMERCIALES Y FINANC;40;30;10;LI;0800 - 0920;AU_204;37,9;Au;40.0;5611.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;QUINTERO SERRANO FELIPE;;
1189;2018-01;10094;DERE-3204;1;3;PROCESOS DECLAR EJECUT Y ARBIT;40;39;1;MJ;1230 - 1350;W_403;81,2;W;42.0;5015.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BEJARANO GUZMAN RAMIRO;;
1190;2018-01;10209;DERE-3204;2;3;PROCESOS DECLAR EJECUT Y ARBIT;40;25;15;IV;0630 - 0750;K2_101;68,4;K2;40.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;OTERO ALVAREZ LILIANA;;
1192;2018-01;10810;DERE-3207;1;3;DERECHO DE LA COMPETENCIA;40;27;13;LI;0800 - 0920;Z_101;45,2;Z;41.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ROMERO RAAD DANILO;;
1193;2018-01;29196;DERE-3210;1;3;DERECHOS DE AUTOR (3 CREDITOS,;30;23;7;MV;0800 - 0920;AU_207;42,5;Au;30.0;5614.0;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;SALAZAR ROJAS OSCAR EDUARDO;;
1196;2018-01;29202;DERE-3234;1;3;FUSIONES Y ADQUISICIONES;30;25;5;LI;0630 - 0750;AU_307;29,4;Au;31.0;5625.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CUBILLOS PORTO JAIME ENRIQUE;;
1197;2018-01;29204;DERE-3239;1;3;PROTECCIÓN DATOS PERSONALES;30;17;13;LI;1100 - 1220;AU_303;29,4;Au;31.0;5621.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;REMOLINA ANGARITA NELSON;;
1198;2018-01;24001;DERE-3273;1;3;FINANZAS PARA ABOGADOS;30;20;10;MJ;1530 - 1650;AU_302;37;Au;31.0;5620.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ALFONSO CORREA CARLOS ALBERTO;;
1199;2018-01;30391;DERE-3277;1;3;DERECHO BURSÁTIL ÉPOCA CRISIS;30;5;25;MV;0630 - 0750;AU_207;42,5;Au;30.0;5614.0;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;PARRA ALARCON LISSA LORENA;;
1200;2018-01;15092;DERE-3301;1;3;RESPONSABILIDAD DEL ESTADO;30;8;22;LI;0800 - 0920;AU_207;42,5;Au;30.0;5614.0;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;DE VIVERO ARCINIEGAS FELIPE;;
1202;2018-01;10565;DERE-3302;2;3;ACCIONES PUBLICAS;35;33;2;IV;1100 - 1220;AU_403;46,6;Au;36.0;5633.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARANGO OLAYA MONICA;;
1203;2018-01;13573;DERE-3302;3;3;ACCIONES PUBLICAS;35;18;17;MJ;0630 - 0750;Z_103;40,1;Z;35.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;QUINTERO NAVAS GUSTAVO;;
1204;2018-01;10052;DERE-3303;1;3;CONTRATOS ESTATALES;35;36;-1;LI;0630 - 0750;AU_201;59,8;Au;44.0;5608.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;DE VIVERO ARCINIEGAS FELIPE;;
1206;2018-01;13213;DERE-3303;3;3;CONTRATOS ESTATALES;35;36;-1;MJ;0630 - 0750;AU_107;46,3;Au;36.0;5605.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;REY BONILLA JULIA;;
1207;2018-01;29216;DERE-3307;1;3;ASOCIACIONES PUBLICO PRIVADA;35;15;20;IV;0630 - 0750;AU_404;43,7;Au;36.0;5634.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CASTRO MIGUEL IGNACIO;;
1208;2018-01;10053;DERE-3309;1;3;TRIBUTACION;80;77;3;LI;0930 - 1050;G_101;120,6;G;84.0;5501.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;LOZANO RODRIGUEZ ELEONORA;;
1209;2018-01;29225;DERE-3351;1;3;DERECHO AMBIENTAL;30;26;4;LI;0930 - 1050;AU_307;29,4;Au;31.0;5625.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BAQUERO DIAZ CARLOS ANDRES;;
1210;2018-01;29230;DERE-3377;1;3;CONSTITUCION DESARR.ECONOMICO;35;11;24;LI;0800 - 0920;O_405;60,9;O;44.0;5271.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GONZALEZ JACOME JORGE;;
1212;2018-01;30712;DERE-3397;1;3;DERECHO ELECTORAL;25;14;11;MJ;1100 - 1220;SD_201;58,8;Sd;26.0;nan;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;SALAZAR CARDENAS FABIAN ENRIQUE;;
1213;2018-01;29233;DERE-3406;1;3;PENAL INTERNACIONAL;30;16;14;MJ;0800 - 0920;TX_603;48,4;TX;30.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CIFUENTES GHIDINI GABRIEL;URIBE SANABRIA MARIA CAMILA;
1214;2018-01;21516;DERE-3409;1;3;CRIMINOLOGIA;20;12;8;MJ;0800 - 0920;C_108;40,2;C;22.0;nan;Movil;si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ABADIA CUBILLOS GLORIA MARCELA;;
1215;2018-01;30392;DERE-3438;1;3;CRIMINAL ECONÓMICA FINANCIERA;30;9;21;J;1100 - 1220;AU_302;37;Au;31.0;5620.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;M;1100 - 1220;AU_108;21,9;Au;17.0;5606.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;REY ALFREDO;;
1217;2018-01;31253;DERE-3462;1;3;INVESTIGACIÓN CRIMINAL CORRUPC;28;14;14;I;1100 - 1220;AU_307;29,4;Au;31.0;5625.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;L;1100 - 1220;AU_304;37,1;Au;28.0;5622.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;MONTEIRO DE BARROS RODRIGO JANOT;SIMHON ROSENBAUM JACQUES;
1218;2018-01;30945;DERE-3577;1;3;NEGOCIACION RESOLUC.CONFLICTOS;25;12;13;MV;0630 - 0750;SD_204;58,8;Sd;26.0;nan;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;VELASQUEZ TORRES JULIA INES;;
1220;2018-01;10461;DERE-3601;2;3;DERE. INTERNACIONAL 2 (INGLES);40;13;27;LJ;0800 - 0920;AU_205;59,8;Au;40.0;5612.0;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;AMAYA CASTRO JUAN MANUEL;;
1222;2018-01;29247;DERE-3603;1;3;ARBITRAJE NACIONAL E INTERNAL.;35;28;7;J;1230 - 1350;AU_404;43,7;Au;36.0;5634.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;M;1230 - 1350;O_201;;;;;;;;22/01/18;12/5/2018;;;;;;;;;;;;;REY VALLEJO ALFREDO PABLO;;
1223;2018-01;29248;DERE-3608;1;3;CONCURSO DERECHOS HUMANOS;10;2;8;LI;1700 - 1820;ML_119;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;SANDOVAL MANTILLA ALEXANDRA DORIS AMELIA;;
1225;2018-01;29250;DERE-3615;1;3;CONCURSO ELSA WTO MOOT COURT;10;2;8;S;1700 - 1820;ML_110;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;URUEÑA HERNANDEZ RENE FERNANDO;;
1226;2018-01;12155;DERE-3625;1;3;DERE DEL ESPACIO ULTRATERREST;20;16;4;MJ;0930 - 1050;W_201;55,8;W;24.0;5004.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;REY ALFREDO;;
1227;2018-01;29255;DERE-3707;1;3;DERECHO Y MOVIMIENTOS SOCIALES;30;16;14;LI;1100 - 1220;AU_302;37;Au;31.0;5620.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ALBARRACIN CABALLERO MAURICIO ARIEL;;
1233;2018-01;18526;DERE-3813;1;0;CJ PAIS PRIMARIA;35;22;13;I;1400 - 1650;AU_107;46,3;Au;36.0;5605.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;TORRES HOLGUIN PAULA NATALIA;;
1234;2018-01;24033;DERE-3834;1;0;CJ-I CONCILIACION;60;46;14;V;1400 - 1520;ML_511;85,4;ML;61.0;1615.0;Fijo;Si;Silla móvil y mesa fija;26/01/18;26/01/18;V;1400 - 1520;ML_511;85,4;ML;61.0;1615.0;Fijo;Si;Silla móvil y mesa fija;23/02/18;23/02/18;V;1400 - 1520;ML_511;85,4;ML;61.0;1615.0;Fijo;Si;Silla móvil y mesa fija;6/4/2018;6/4/2018;"ROJAS OTALORA	 YECID";;
